species	id	protein	query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
DNA/Maverick/Maverick-Polinton	TE_000060		Polinton-1_NV_px2#DNA/Maverick	Polinton-4_NVi_pro#DNA/Maverick	0.2	229	158	8	33	258	22	228	0.0002003	41
DNA/Maverick/Maverick-Polinton	TE_000061		Polinton-1_NV_py#DNA/Maverick	Polinton-1_NV_py#DNA/Maverick	1	415	0	0	1	415	1	415	4.527E-281	853
DNA/Maverick/Maverick-Polinton	TE_000062		Polinton-1_PI_atp#DNA/Maverick	Polinton-1_PI_atp#DNA/Maverick	1	138	0	0	1	138	1	138	9.026E-92	291
DNA/Maverick/Maverick-Polinton	TE_000063		Polinton-1_PI_int#DNA/Maverick	Polinton-1_PI_int#DNA/Maverick	1	309	0	0	1	309	1	309	6.798E-203	621
DNA/Maverick/Maverick-Polinton	TE_000064		PITT_05038	PITT_05038	1	1328	0	0	1	1328	1	1328	0	2762
DNA/Maverick/Maverick-Polinton	TE_000064		PITT_05038	Polinton-1_PI_polb#DNA/Maverick	0.914	1116	39	2	1	1059	165	1280	0	2100
DNA/Maverick/Maverick-Polinton	TE_000064		PITT_05038	Ps133204	0.687	1025	191	4	1	973	77	1023	0	1440
DNA/Maverick/Maverick-Polinton	TE_000064		PITT_05038	Polinton-1_TV_polb#DNA/Maverick	0.209	1095	603	51	145	1056	96	1110	1.856E-22	104
DNA/Maverick/Maverick-Polinton	TE_000065		Polinton-1_PI_ppi1#DNA/Maverick	Polinton-1_PI_ppi1#DNA/Maverick	1	615	0	0	1	615	1	615	0	1265
DNA/Maverick/Maverick-Polinton	TE_000066		Polinton-1_PI_px1#DNA/Maverick	Polinton-1_PI_px1#DNA/Maverick	1	255	0	0	1	255	1	255	2.167E-165	510
DNA/Maverick/Maverick-Polinton	TE_000067		Polinton-1_TC_pw#DNA/Maverick	Polinton-1_TC_pw#DNA/Maverick	1	144	0	0	1	144	1	144	1.653E-91	291
DNA/Maverick/Maverick-Polinton	TE_000067		Polinton-1_TC_pw#DNA/Maverick	Polinton-2_CI_pw#DNA/Maverick	0.355	138	74	4	6	143	17	139	9.426E-16	72
DNA/Maverick/Maverick-Polinton	TE_000067		Polinton-1_TC_pw#DNA/Maverick	Polinton-1_CI_pw#DNA/Maverick	0.345	142	71	6	6	143	17	140	2.079E-11	60
DNA/Maverick/Maverick-Polinton	TE_000068		Polinton-1_TC_pz#DNA/Maverick	Polinton-1_TC_pz#DNA/Maverick	1	257	0	0	1	257	1	257	1.475E-160	496
DNA/Maverick/Maverick-Polinton	TE_000068		Polinton-1_TC_pz#DNA/Maverick	Polinton-2_SP_pz#DNA/Maverick	0.309	168	96	7	1	149	1	167	1.252E-11	64
DNA/Maverick/Maverick-Polinton	TE_000068		Polinton-1_TC_pz#DNA/Maverick	Polinton-1_SP_pz#DNA/Maverick	0.297	205	119	7	1	186	1	199	5.284E-18	83
DNA/Maverick/Maverick-Polinton	TE_000069		Polinton-1_TV_atp1#DNA/Maverick	Polinton-1_TV_atp1#DNA/Maverick	1	770	0	0	1	770	1	770	0	1558
DNA/Maverick/Maverick-Polinton	TE_000070		Polinton-1_TV_int#DNA/Maverick	Polinton-1_TV_int#DNA/Maverick	1	408	0	0	1	408	1	408	9.017E-272	826
DNA/Maverick/Maverick-Polinton	TE_000070		Polinton-1_TV_int#DNA/Maverick	Polinton-1_EI_int#DNA/Maverick	0.338	301	173	11	122	399	44	341	1.719E-40	155
DNA/Maverick/Maverick-Polinton	TE_000071		Polinton-1_TV_ptv1#DNA/Maverick	Polinton-1_TV_ptv1#DNA/Maverick	1	316	0	0	1	316	1	316	2.095E-207	635
DNA/Maverick/Maverick-Polinton	TE_000072		Polinton-1_TV_ptv2#DNA/Maverick	Polinton-1_TV_ptv2#DNA/Maverick	1	543	0	0	1	543	1	543	0	1137
DNA/Maverick/Maverick-Polinton	TE_000073		Polinton-1_TV_ptv3#DNA/Maverick	Polinton-1_TV_ptv3#DNA/Maverick	1	236	0	0	1	236	1	236	1.991E-157	486
DNA/Maverick/Maverick-Polinton	TE_000074		Polinton-1_TV_ptv4#DNA/Maverick	Polinton-1_TV_ptv4#DNA/Maverick	1	232	0	0	1	232	1	232	5.781E-147	456
DNA/Maverick/Maverick-Polinton	TE_000075		Polinton-1_TV_ptv5#DNA/Maverick	Polinton-1_TV_ptv5#DNA/Maverick	1	247	0	0	1	247	1	247	1.634E-166	513
DNA/Maverick/Maverick-Polinton	TE_000076		Polinton-1_TV_ptv6#DNA/Maverick	Polinton-1_TV_ptv6#DNA/Maverick	1	546	0	0	1	546	1	546	0	1142
DNA/Maverick/Maverick-Polinton	TE_000076		Polinton-1_TV_ptv6#DNA/Maverick	Polinton-1_EI_ptv6#DNA/Maverick	0.244	478	318	17	43	496	5	463	2.086E-32	133
DNA/Maverick/Maverick-Polinton	TE_000077		Polinton-2_DR_pw#DNA/Maverick	Polinton-2_DR_pw#DNA/Maverick	1	156	0	0	1	156	1	156	1.881E-93	297
DNA/Maverick/Maverick-Polinton	TE_000077		Polinton-2_DR_pw#DNA/Maverick	Polinton-1_DR_pw#DNA/Maverick	0.615	156	55	2	1	156	1	151	2.812E-50	173
DNA/Maverick/Maverick-Polinton	TE_000077		Polinton-2_DR_pw#DNA/Maverick	Polinton-2_XT_pw#DNA/Maverick	0.479	96	47	1	14	106	13	108	9.713E-21	87
DNA/Maverick/Maverick-Polinton	TE_000077		Polinton-2_DR_pw#DNA/Maverick	Polinton-1_XT_pw#DNA/Maverick	0.428	98	51	1	10	102	9	106	1.631E-19	84
DNA/Maverick/Maverick-Polinton	TE_000078		Polinton-2_DR_pz#DNA/Maverick	Polinton-2_DR_pz#DNA/Maverick	1	260	0	0	1	260	1	260	6.673E-171	526
DNA/Maverick/Maverick-Polinton	TE_000078		Polinton-2_DR_pz#DNA/Maverick	Polinton-1_DR_pz#DNA/Maverick	0.555	261	107	3	4	260	1	256	3.01E-82	271
DNA/Maverick/Maverick-Polinton	TE_000078		Polinton-2_DR_pz#DNA/Maverick	Polinton-1_XT_pz#DNA/Maverick	0.408	208	111	3	7	211	4	202	9.981E-41	150
DNA/Maverick/Maverick-Polinton	TE_000078		Polinton-2_DR_pz#DNA/Maverick	Polinton-2_XT_pz#DNA/Maverick	0.385	200	120	2	4	200	1	200	6.47E-40	148
DNA/Maverick/Maverick-Polinton	TE_000079		Polinton-2_HM_atp#DNA/Maverick	Polinton-2_HM_atp#DNA/Maverick	1	417	0	0	1	417	1	417	1.104E-272	829
DNA/Maverick/Maverick-Polinton	TE_000080		Polinton-2_HM_int#DNA/Maverick	Polinton-2_HM_int#DNA/Maverick	1	761	0	0	1	761	1	761	0	1536
DNA/Maverick/Maverick-Polinton	TE_000080		Polinton-2_HM_int#DNA/Maverick	Polinton-3_HM_int#DNA/Maverick	0.393	417	245	5	7	421	2	412	6.813E-77	274
DNA/Maverick/Maverick-Polinton	TE_000081		Polinton-2_HM_polb#DNA/Maverick	Polinton-2_HM_polb#DNA/Maverick	1	1928	0	0	1	1928	1	1928	0	3935
DNA/Maverick/Maverick-Polinton	TE_000081		Polinton-2_HM_polb#DNA/Maverick	Polinton-3_HM_polb#DNA/Maverick	0.304	1867	1116	44	1	1837	1	1714	5.477E-220	739
DNA/Maverick/Maverick-Polinton	TE_000082		Polinton-2_HM_pro#DNA/Maverick	Polinton-2_HM_pro#DNA/Maverick	1	385	0	0	1	385	1	385	4.21E-259	788
DNA/Maverick/Maverick-Polinton	TE_000082		Polinton-2_HM_pro#DNA/Maverick	Polinton-3_HM_pro#DNA/Maverick	0.31	387	232	11	1	377	1	362	7.524E-45	167
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-2_NV_atp#DNA/Maverick	1	268	0	0	1	268	1	268	1.275E-186	572
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-5_NV_atp#DNA/Maverick	0.784	209	45	0	1	209	1	209	4.323E-117	372
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-4_SP_atp#DNA/Maverick	0.427	213	115	5	3	210	2	212	7.763E-47	168
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-2_DR_atp#DNA/Maverick	0.421	209	114	4	3	205	19	226	1.143E-44	162
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_CI_atp#DNA/Maverick	0.411	209	114	6	3	210	2	202	6.201E-40	148
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_SP_atp#DNA/Maverick	0.407	211	118	5	5	210	4	212	1.674E-42	156
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-5_SP_atp#DNA/Maverick	0.404	163	91	4	3	160	2	163	6.508E-31	122
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_TC_atp#DNA/Maverick	0.4	215	121	5	3	212	2	213	2.403E-45	164
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-3_SP_atp#DNA/Maverick	0.38	150	87	4	43	187	4	152	9.12E-27	109
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_DR_atp#DNA/Maverick	0.375	208	125	3	3	205	8	215	7.946E-42	154
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-2_XT_atp#DNA/Maverick	0.372	215	127	5	3	210	2	215	1.481E-41	153
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-2_NVi_atp#DNA/Maverick	0.372	188	111	4	30	213	2	186	2.853E-34	132
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_XT_atp#DNA/Maverick	0.36	219	126	6	3	211	2	216	1.896E-38	144
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-5_NVi_atp#DNA/Maverick	0.35	217	130	5	3	210	2	216	1.466E-36	138
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton1_SM_atp#DNA/Maverick	0.338	207	124	6	6	204	3	204	1.062E-25	106
DNA/Maverick/Maverick-Polinton	TE_000083		Polinton-2_NV_atp#DNA/Maverick	Polinton-1_DY_atp#DNA/Maverick	0.328	204	127	4	4	204	3	199	4.035E-32	125
DNA/Maverick/Maverick-Polinton	TE_000084		Polinton-2_NV_pw#DNA/Maverick	Polinton-2_NV_pw#DNA/Maverick	1	179	0	0	1	179	1	179	2.489E-118	370
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-2_NV_px1#DNA/Maverick	1	344	0	0	1	344	1	344	4.18E-243	739
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-5_NV_px1#DNA/Maverick	0.55	158	66	2	188	344	14	167	3.695E-46	169
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-2_XT_px#DNA/Maverick	0.442	61	33	1	3	63	2	61	1.798E-10	61
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-2_NV_px2#DNA/Maverick	0.336	351	171	12	22	339	18	339	1.416E-48	177
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-5_NV_px2#DNA/Maverick	0.332	262	155	7	85	338	14	263	2.392E-35	138
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-1_DR_px#DNA/Maverick	0.231	337	190	12	7	341	6	275	1.805E-15	77
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-2_DR_px#DNA/Maverick	0.227	339	195	12	7	341	6	281	1.038E-13	72
DNA/Maverick/Maverick-Polinton	TE_000085		Polinton-2_NV_px1#DNA/Maverick	Polinton-1_XT_px#DNA/Maverick	0.221	339	157	13	7	340	6	242	1.32E-09	59
DNA/Maverick/Maverick-Polinton	TE_000086		Polinton-2_NVi_p8#DNA/Maverick	Polinton-2_NVi_p8#DNA/Maverick	1	255	0	0	1	255	1	255	6.565E-170	523
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-2_NVi_pw#DNA/Maverick	1	205	0	0	1	205	1	205	7.285E-123	385
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-5_NVi_pw#DNA/Maverick	0.48	154	70	3	29	182	1	144	2.144E-31	121
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-3_SP_pw#DNA/Maverick	0.435	78	42	2	29	106	27	102	3.113E-13	67
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-5_SP_pw#DNA/Maverick	0.415	77	43	2	34	110	25	99	1.348E-10	59
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-1_SP_pw#DNA/Maverick	0.414	70	34	3	17	86	2	64	1.656E-08	53
DNA/Maverick/Maverick-Polinton	TE_000087		Polinton-2_NVi_pw#DNA/Maverick	Polinton-4_SP_pw#DNA/Maverick	0.402	77	44	2	34	110	27	101	3.334E-10	58
DNA/Maverick/Maverick-Polinton	TE_000088		Polinton-2_NVi_pz#DNA/Maverick	Polinton-2_NVi_pz#DNA/Maverick	1	321	0	0	1	321	1	321	1.192E-202	621
DNA/Maverick/Maverick-Polinton	TE_000088		Polinton-2_NVi_pz#DNA/Maverick	Polinton-5_NVi_pz#DNA/Maverick	0.295	274	142	8	1	264	1	233	4.088E-21	94
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_XT_pro#DNA/Maverick	1	216	0	0	1	216	1	216	2.173E-148	459
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_DR_pro#DNA/Maverick	0.418	172	93	3	1	167	1	170	5.445E-33	126
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_XT_pro#DNA/Maverick	0.415	183	106	1	1	182	1	183	1.363E-49	174
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_DR_pro#DNA/Maverick	0.394	152	91	1	1	152	1	151	1.097E-30	119
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_NVi_pro#DNA/Maverick	0.38	150	84	4	1	150	1	141	8.074E-26	105
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_DY_pro#DNA/Maverick	0.38	147	85	3	1	146	1	142	7.095E-25	102
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_TC_pro#DNA/Maverick	0.358	148	88	2	1	148	1	141	7.805E-19	84
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-5_NV_pro#DNA/Maverick	0.347	161	98	4	1	157	1	158	1.421E-20	89
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-4_SP_pro#DNA/Maverick	0.34	147	93	3	1	147	1	143	2.558E-22	94
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_CI_pro#DNA/Maverick	0.333	150	94	3	1	150	1	144	4.218E-19	85
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_NV_pro#DNA/Maverick	0.328	192	112	5	1	183	10	193	1.23E-19	87
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-1_SP_pro#DNA/Maverick	0.328	146	95	2	1	146	1	143	1.061E-16	78
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_CI_pro#DNA/Maverick	0.32	150	88	4	1	146	1	140	1.444E-18	83
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-2_SP_pro#DNA/Maverick	0.307	153	102	2	1	153	1	149	4.88E-20	88
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-5_SP_pro#DNA/Maverick	0.306	163	108	4	1	162	1	159	6.643E-20	87
DNA/Maverick/Maverick-Polinton	TE_000089		Polinton-2_XT_pro#DNA/Maverick	Polinton-3_SP_pro#DNA/Maverick	0.28	100	62	4	1	97	1	93	8.784E-08	51
DNA/Maverick/Maverick-Polinton	TE_000090		Polinton-3_HM_atp#DNA/Maverick	Polinton-3_HM_atp#DNA/Maverick	1	379	0	0	1	379	1	379	3.86E-248	756
DNA/Maverick/Maverick-Polinton	TE_000091		Polinton-3_HM_p4#DNA/Maverick	Polinton-3_HM_p4#DNA/Maverick	1	939	0	0	1	939	1	939	0	1952
DNA/Maverick/Maverick-Polinton	TE_000091		Polinton-3_HM_p4#DNA/Maverick	Polinton-2_HM_p4#DNA/Maverick	0.263	642	361	21	367	938	67	666	9.087E-49	189
DNA/Maverick/Maverick-Polinton	TE_000092		Polinton-3_NV_atp#DNA/Maverick	Polinton-3_NV_atp#DNA/Maverick	1	208	0	0	1	208	1	208	8.408E-143	442
DNA/Maverick/Maverick-Polinton	TE_000092		Polinton-3_NV_atp#DNA/Maverick	Polinton-N1_NV_atp#DNA/Maverick	0.528	193	88	1	6	198	4	193	6.484E-71	235
DNA/Maverick/Maverick-Polinton	TE_000093		Polinton-3_NV_py#DNA/Maverick	Polinton-3_NV_py#DNA/Maverick	1	412	0	0	1	412	1	412	1.767E-276	840
DNA/Maverick/Maverick-Polinton	TE_000094		Polinton-3_NVi_pro#DNA/Maverick	Polinton-3_NVi_pro#DNA/Maverick	1	244	0	0	1	244	1	244	2.137E-167	515
DNA/Maverick/Maverick-Polinton	TE_000094		Polinton-3_NVi_pro#DNA/Maverick	Polinton-1_NVi_pro#DNA/Maverick	0.717	244	63	2	1	244	2	239	1.501E-114	363
DNA/Maverick/Maverick-Polinton	TE_000094		Polinton-3_NVi_pro#DNA/Maverick	Polinton-6_NVi_pro#DNA/Maverick	0.714	238	66	1	5	242	1	236	9.942E-114	361
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-3_NVi_py#DNA/Maverick	1	466	0	0	1	466	1	466	8.666E-315	953
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-4_NVi_py#DNA/Maverick	0.67	470	137	7	1	466	1	456	5.306E-208	645
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-6_NVi_py#DNA/Maverick	0.61	465	158	5	6	466	6	451	3.364E-188	588
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-1_NVi_py#DNA/Maverick	0.556	458	147	6	1	451	1	409	5.894E-157	497
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-2_TC_py#DNA/Maverick	0.399	408	231	5	64	465	3	402	2.253E-90	304
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-3_TC_py#DNA/Maverick	0.361	401	240	9	73	466	16	407	5.27E-75	259
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-4_NV_py#DNA/Maverick	0.318	418	247	12	66	455	11	418	1.534E-60	216
DNA/Maverick/Maverick-Polinton	TE_000095		Polinton-3_NVi_py#DNA/Maverick	Polinton-1_CB_py#DNA/Maverick	0.301	282	178	7	63	332	9	283	6.583E-30	124
DNA/Maverick/Maverick-Polinton	TE_000096		Polinton-3_SP_polb#DNA/Maverick	Polinton-3_SP_polb#DNA/Maverick	1	1515	0	0	1	1515	1	1515	0	3165
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-4_NV_atp#DNA/Maverick	1	275	0	0	1	275	1	275	1.012E-190	584
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-1_CB_atp#DNA/Maverick	0.432	259	127	3	2	256	4	246	2.425E-65	222
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-2_CB_atp#DNA/Maverick	0.423	217	111	3	40	256	3	205	2.973E-50	179
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-3_NVi_atp#DNA/Maverick	0.417	249	103	6	9	256	22	229	1.467E-52	185
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-1_NVi_atp#DNA/Maverick	0.385	249	110	6	10	256	21	228	4.39E-48	172
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-2_TC_atp#DNA/Maverick	0.38	242	107	3	13	254	43	241	1.308E-51	183
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-6_NVi_atp#DNA/Maverick	0.375	248	114	6	10	256	31	238	5.063E-44	160
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-3_TC_atp#DNA/Maverick	0.37	251	115	3	8	254	17	228	1.357E-46	168
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-4_NVi_atp#DNA/Maverick	0.363	242	114	5	14	254	25	227	3.28E-43	158
DNA/Maverick/Maverick-Polinton	TE_000097		Polinton-4_NV_atp#DNA/Maverick	Polinton-1_NV_atp#DNA/Maverick	0.252	246	137	10	1	242	1	203	6.839E-16	77
DNA/Maverick/Maverick-Polinton	TE_000098		Polinton-4_NV_pro#DNA/Maverick	Polinton-4_NV_pro#DNA/Maverick	1	202	0	0	1	202	1	202	1.579E-125	392
DNA/Maverick/Maverick-Polinton	TE_000099		Polinton-4_NV_px2#DNA/Maverick	Polinton-4_NV_px2#DNA/Maverick	1	310	0	0	1	310	1	310	1.709E-198	609
DNA/Maverick/Maverick-Polinton	TE_000100		Polinton-4_NVi_p1#DNA/Maverick	Polinton-4_NVi_p1#DNA/Maverick	1	291	0	0	1	291	1	291	5.996E-181	557
DNA/Maverick/Maverick-Polinton	TE_000100		Polinton-4_NVi_p1#DNA/Maverick	Polinton-1_NVi_p1#DNA/Maverick	0.69	275	68	4	14	288	1	258	9.159E-108	346
DNA/Maverick/Maverick-Polinton	TE_000100		Polinton-4_NVi_p1#DNA/Maverick	Polinton-6_NVi_p1#DNA/Maverick	0.664	265	87	2	14	278	1	263	1.741E-104	336
DNA/Maverick/Maverick-Polinton	TE_000100		Polinton-4_NVi_p1#DNA/Maverick	Polinton-3_NVi_p1#DNA/Maverick	0.605	276	98	4	14	285	1	269	4.62E-95	309
DNA/Maverick/Maverick-Polinton	TE_000101		Polinton-4_NVi_px#DNA/Maverick	Polinton-4_NVi_px#DNA/Maverick	1	319	0	0	1	319	1	319	5.383E-199	611
DNA/Maverick/Maverick-Polinton	TE_000101		Polinton-4_NVi_px#DNA/Maverick	Polinton-3_NVi_px#DNA/Maverick	0.48	335	141	9	1	319	1	318	1.115E-71	243
DNA/Maverick/Maverick-Polinton	TE_000101		Polinton-4_NVi_px#DNA/Maverick	Polinton-1_NVi_px1#DNA/Maverick	0.463	332	140	9	1	319	1	307	2.605E-73	248
DNA/Maverick/Maverick-Polinton	TE_000101		Polinton-4_NVi_px#DNA/Maverick	Polinton-6_NVi_px#DNA/Maverick	0.442	341	138	7	1	318	1	312	5.816E-69	235
DNA/Maverick/Maverick-Polinton	TE_000101		Polinton-4_NVi_px#DNA/Maverick	Polinton-7_NVi_px#DNA/Maverick	0.424	313	151	6	23	319	1	300	3.553E-62	215
DNA/Maverick/Maverick-Polinton	TE_000102		Polinton-4_SP_pz#DNA/Maverick	Polinton-4_SP_pz#DNA/Maverick	1	259	0	0	1	259	1	259	2.247E-170	525
DNA/Maverick/Maverick-Polinton	TE_000102		Polinton-4_SP_pz#DNA/Maverick	Polinton-5_SP_pz#DNA/Maverick	0.434	191	105	2	1	188	1	191	2.202E-47	169
DNA/Maverick/Maverick-Polinton	TE_000102		Polinton-4_SP_pz#DNA/Maverick	Polinton-3_SP_pz#DNA/Maverick	0.405	264	134	5	1	259	1	246	1.142E-58	202
DNA/Maverick/Maverick-Polinton	TE_000102		Polinton-4_SP_pz#DNA/Maverick	Polinton-1_CI_pz#DNA/Maverick	0.239	213	119	6	1	193	1	190	1.103E-08	55
DNA/Maverick/Maverick-Polinton	TE_000102		Polinton-4_SP_pz#DNA/Maverick	Polinton-2_CI_pz#DNA/Maverick	0.208	225	115	8	1	201	1	186	0.0006276	40
DNA/Maverick/Maverick-Polinton	TE_000103		Polinton-5_NV_pz#DNA/Maverick	Polinton-5_NV_pz#DNA/Maverick	1	178	0	0	1	178	1	178	3.955E-110	346
DNA/Maverick/Maverick-Polinton	TE_000104		Polinton-5_NVi_int#DNA/Maverick	Polinton-5_NVi_int#DNA/Maverick	1	380	0	0	1	380	1	380	4.35E-252	767
DNA/Maverick/Maverick-Polinton	TE_000104		Polinton-5_NVi_int#DNA/Maverick	Polinton-2_NVi_int#DNA/Maverick	0.521	297	131	3	84	380	1	286	2.861E-95	314
DNA/Maverick/Maverick-Polinton	TE_000104		Polinton-5_NVi_int#DNA/Maverick	Polinton-5_SP_int#DNA/Maverick	0.396	363	194	8	14	372	8	349	3.948E-76	259
DNA/Maverick/Maverick-Polinton	TE_000104		Polinton-5_NVi_int#DNA/Maverick	Polinton-2_XT_int#DNA/Maverick	0.38	371	206	7	10	380	11	357	9.577E-73	249
DNA/Maverick/Maverick-Polinton	TE_000104		Polinton-5_NVi_int#DNA/Maverick	Polinton-2_DR_int#DNA/Maverick	0.373	372	210	8	10	380	17	366	5.177E-68	235
DNA/Maverick/Maverick-Polinton	TE_000105		Polinton-5_NVi_p1#DNA/Maverick	Polinton-5_NVi_p1#DNA/Maverick	1	187	0	0	1	187	1	187	7.28E-122	381
DNA/Maverick/Maverick-Polinton	TE_000106		Polinton-5_NVi_p2#DNA/Maverick	Polinton-5_NVi_p2#DNA/Maverick	1	233	0	0	1	233	1	233	6.098E-157	484
DNA/Maverick/Maverick-Polinton	TE_000106		Polinton-5_NVi_p2#DNA/Maverick	Polinton-6_NVi_p2#DNA/Maverick	0.278	158	102	6	3	155	2	152	3.43E-12	65
DNA/Maverick/Maverick-Polinton	TE_000106		Polinton-5_NVi_p2#DNA/Maverick	Polinton-7_NVi_p2#DNA/Maverick	0.267	176	122	5	4	176	24	195	1.6E-16	78
DNA/Maverick/Maverick-Polinton	TE_000107		Polinton-5_NVi_p3#DNA/Maverick	Polinton-5_NVi_p3#DNA/Maverick	1	221	0	0	1	221	1	221	4.856E-144	447
